C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_149.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_149.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_149.jpg, 0, 0.02209283, 0, 0.03696081
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_250.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_250.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_250.jpg, 0, 0.3204762, 0, 0.2861271
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_354.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_354.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_354.jpg, 0, 0.6117781, 0, 0.9276245
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_570.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_570.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_570.jpg, 0, 1, 0, 3.581199
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_672.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_672.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_672.jpg, 0, 1, 0, 4.752787
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_776.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_776.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_776.jpg, -0.2681865, 1, 0, 5.897978
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_879.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_879.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_879.jpg, -0.003321452, 1, 0, 7.27097
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_49_982.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_49_982.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_49_982.jpg, 0, 1, 0, 8.403449
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_083.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_083.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_083.jpg, 0, 1, 0, 9.526398
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_184.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_184.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_184.jpg, 0, 1, 0, 10.63837
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_291.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_291.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_291.jpg, 0, 1, 0, 11.57511
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_393.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_393.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_393.jpg, -0.2594217, 1, 0, 12.91106
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_493.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_493.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_493.jpg, -0.3293462, 1, 0, 13.66917
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_595.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_595.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_595.jpg, -0.0209395, 1, 0, 14.81094
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_695.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_695.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_695.jpg, 0, 1, 0, 15.97744
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_801.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_801.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_801.jpg, 0, 1, 0, 17.26774
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_50_906.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_50_906.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_50_906.jpg, 0, 1, 0, 18.14713
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_006.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_006.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_006.jpg, 0, 1, 0, 19.32389
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_112.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_112.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_112.jpg, -0.2738377, 1, 0, 20.18338
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_220.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_220.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_220.jpg, 0, 1, 0, 21.40195
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_325.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_325.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_325.jpg, 0, 1, 0, 22.43994
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_429.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_429.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_429.jpg, 0, 1, 0, 23.39948
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_536.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_536.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_536.jpg, 0, 1, 0, 24.38037
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_640.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_640.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_640.jpg, 0, 1, 0, 25.53351
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_743.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_743.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_743.jpg, 0, 1, 0, 26.48481
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_843.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_843.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_843.jpg, 0, 1, 0, 27.42676
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_51_951.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_51_951.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_51_951.jpg, 0, 1, 0, 28.3592
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_058.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_058.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_058.jpg, 0, 1, 0, 29.46578
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_163.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_163.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_163.jpg, 0, 1, 0, 30.19221
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_264.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_264.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_264.jpg, -0.04566099, 1, 0, 30.18966
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_367.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_367.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_367.jpg, -0.1008065, 1, 0, 30.19014
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_469.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_469.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_469.jpg, 0, 1, 0, 30.19007
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_569.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_569.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_569.jpg, 0, 1, 0, 30.19027
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_675.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_675.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_675.jpg, 0, 1, 0, 30.19028
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_778.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_778.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_778.jpg, 0, 1, 0, 30.12659
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_886.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_886.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_886.jpg, 0, 1, 0, 30.1954
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_52_990.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_52_990.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_52_990.jpg, 0, 1, 0, 30.33786
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_092.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_092.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_092.jpg, 0, 1, 0, 30.18615
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_197.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_197.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_197.jpg, 0, 1, 0, 30.18948
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_302.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_302.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_302.jpg, 0, 1, 0, 30.18989
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_406.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_406.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_406.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_507.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_507.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_507.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_611.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_611.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_611.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_714.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_714.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_714.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_817.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_817.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_817.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_53_920.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_53_920.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_53_920.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_028.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_028.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_028.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_133.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_133.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_133.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_240.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_240.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_240.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_346.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_346.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_346.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_447.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_447.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_447.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_549.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_549.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_549.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_651.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_651.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_651.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_803.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_803.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_803.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_54_910.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_54_910.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_54_910.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_014.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_014.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_014.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_117.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_117.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_117.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_218.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_218.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_218.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_318.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_318.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_318.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_421.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_421.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_421.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_521.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_521.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_521.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_625.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_625.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_625.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_727.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_727.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_727.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_828.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_828.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_828.jpg, 0, 1, 0, 30.18991
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_55_930.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_55_930.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_55_930.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_034.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_034.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_034.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_140.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_140.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_140.jpg, 0, 1, 0, 30.18993
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_242.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_242.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_242.jpg, 0, 1, 0, 30.18989
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_349.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_349.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_349.jpg, 0, 1, 0, 30.18992
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_453.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_453.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_453.jpg, -0.0989001, 1, 0, 30.18814
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_554.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_554.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_554.jpg, 0, 1, 0, 30.18978
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_656.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_656.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_656.jpg, 0, 1, 0, 30.18994
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_758.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_758.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_758.jpg, 0, 1, 0, 30.18995
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_858.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_858.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_858.jpg, 0, 1, 0, 30.18999
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_56_959.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_56_959.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_56_959.jpg, 0, 1, 0, 30.18997
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_063.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_063.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_063.jpg, 0, 1, 0, 30.18994
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_167.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_167.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_167.jpg, 0, 1, 0, 30.18997
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_270.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_270.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_270.jpg, 0, 1, 0, 30.18997
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_375.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_375.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_375.jpg, 0, 1, 0, 30.18998
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_476.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_476.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_476.jpg, 0, 1, 0, 30.18998
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_579.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_579.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_579.jpg, 0, 1, 0, 30.18998
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_680.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_680.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_680.jpg, 0, 1, 0, 30.19
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_788.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_788.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_788.jpg, 0, 1, 0, 30.18995
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_894.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_894.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_894.jpg, 0.01510359, 1, 0, 30.19027
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_57_999.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_57_999.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_57_999.jpg, 0, 1, 0, 30.18989
C:\Users\sarma\Desktop\Data\IMG\center_2018_11_28_23_31_58_104.jpg, C:\Users\sarma\Desktop\Data\IMG\left_2018_11_28_23_31_58_104.jpg, C:\Users\sarma\Desktop\Data\IMG\right_2018_11_28_23_31_58_104.jpg, 0, 1, 0, 30.18991
